m_id,m_name,m_mail,m_password,is_active
4099,tpanvfvp,tpanvfvp@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,False
4100,hrnchrel,hrnchrel@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,False
4101,rrkxiuoq,rrkxiuoq@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,False
4102,wxbembtr,wxbembtr@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
4103,dldgwqzh,dldgwqzh@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
4104,zrkytycm,zrkytycm@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
4105,kavzhtpd,kavzhtpd@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
4106,xgueqsrt,xgueqsrt@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
4107,htclcoss,htclcoss@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
4108,quwuiqbn,quwuiqbn@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
4109,yzengtsj,yzengtsj@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
4110,hytpihmj,hytpihmj@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
4111,ahmtespy,ahmtespy@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
4112,tclpbnxa,tclpbnxa@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,False
4113,vjvykglp,vjvykglp@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
4114,xwkabnoo,xwkabnoo@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
4115,zajvuyhz,zajvuyhz@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
4116,tsssgtwz,tsssgtwz@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
4117,vfwfipmw,vfwfipmw@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
4118,xbjdzlmf,xbjdzlmf@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
4119,daifwkqr,daifwkqr@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,False
4120,cgygbpyh,cgygbpyh@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
4121,gmznxpqr,gmznxpqr@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,False
4122,bqmlloyk,bqmlloyk@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
4123,zuqyzaty,zuqyzaty@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
4124,flrahsct,flrahsct@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
4125,cmfvpryq,cmfvpryq@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
4126,xpvurqwr,xpvurqwr@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
4127,jrxaaajr,jrxaaajr@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,False
4128,pzgsfbeg,pzgsfbeg@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
4129,tooprdjo,tooprdjo@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
4130,hzuioxdc,hzuioxdc@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
4131,hjjmwqfw,hjjmwqfw@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
4132,trfmwrqq,trfmwrqq@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,False
4133,secovwom,secovwom@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,False
4134,yfsavoax,yfsavoax@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
4135,xndyeemp,xndyeemp@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
4136,capoyfhl,capoyfhl@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,False
4137,yxpvomkz,yxpvomkz@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
4138,bvpplwoz,bvpplwoz@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
4139,ncoycocr,ncoycocr@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
4140,hbrsuffn,hbrsuffn@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
4141,cvnzfcqd,cvnzfcqd@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
4142,yycmqbwb,yycmqbwb@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
4143,ekukgbpj,ekukgbpj@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
4144,cblcbwml,cblcbwml@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
4145,zarsllds,zarsllds@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
4146,speagcer,speagcer@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
4147,tonuiytw,tonuiytw@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
4148,vkshdtij,vkshdtij@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
4149,pwoauvmu,pwoauvmu@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
4150,tkxalohy,tkxalohy@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
4151,ibqowoig,ibqowoig@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
4152,fbpscqtb,fbpscqtb@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
4153,nrvwhkbq,nrvwhkbq@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
4154,mpukiacx,mpukiacx@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
4155,hsiocjed,hsiocjed@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
4156,yiaxlhuo,yiaxlhuo@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
4157,dibqwiwa,dibqwiwa@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,False
4158,gfilmqdy,gfilmqdy@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
4159,jltgecio,jltgecio@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
4160,srnaztwx,srnaztwx@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
4161,oqhjceuu,oqhjceuu@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
4162,rvbnochc,rvbnochc@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
4163,dqqniohy,dqqniohy@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
4164,ygclddxt,ygclddxt@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
4165,dgpsoaqa,dgpsoaqa@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
4166,cwatspac,cwatspac@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
4167,vddbkwss,vddbkwss@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
4168,qbzallth,qbzallth@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
4169,clroujmf,clroujmf@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
4170,dqlsnvby,dqlsnvby@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
4171,vijtkjlu,vijtkjlu@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
4172,exjpmpsx,exjpmpsx@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,False
4173,rzyktkit,rzyktkit@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,False
4174,bybeepns,bybeepns@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
4175,knyppulp,knyppulp@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
4176,ugyogkab,ugyogkab@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
4177,pqnrbfir,pqnrbfir@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,False
4178,urdqvqre,urdqvqre@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,False
4179,egriboap,egriboap@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
4180,vaqafqxr,vaqafqxr@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
4181,wkjpjqad,wkjpjqad@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,False
4182,xlckzuso,xlckzuso@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
4183,ksdciwvw,ksdciwvw@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,False
4184,xqbskhhn,xqbskhhn@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
4185,ipbqqaob,ipbqqaob@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,False
4186,lvmstlwb,lvmstlwb@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,False
4187,ekwwtcur,ekwwtcur@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
4188,lmwjyncj,lmwjyncj@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
4189,efpdptgu,efpdptgu@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,False
4190,cchfxowu,cchfxowu@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
4191,pxtenowy,pxtenowy@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,False
4192,xhmikhyz,xhmikhyz@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,False
4193,dqjbrrmf,dqjbrrmf@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
4194,yysbvmxl,yysbvmxl@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
4195,lubnscif,lubnscif@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
4196,mohsqqpu,mohsqqpu@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,False
4197,vrqktjyz,vrqktjyz@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
4198,jzzairpr,jzzairpr@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
4199,vtbhsksr,vtbhsksr@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
4200,ooytbcps,ooytbcps@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
4201,zorptvye,zorptvye@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
4202,aoylrjrl,aoylrjrl@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
4203,fzaigoyk,fzaigoyk@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,False
4204,pmcmclyg,pmcmclyg@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
4205,jkkviqsi,jkkviqsi@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
4206,jssavbvn,jssavbvn@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
4207,mczrawoy,mczrawoy@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
4208,dcmggcva,dcmggcva@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
4209,fqdmphbk,fqdmphbk@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
4210,cpgeccrd,cpgeccrd@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,False
4211,hnhcgkfh,hnhcgkfh@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
4212,nydcvmgd,nydcvmgd@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
4213,qinlyvrm,qinlyvrm@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
4214,ajtvrkki,ajtvrkki@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
4215,cyrtlypw,cyrtlypw@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
4216,pajqkjnz,pajqkjnz@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
4217,jtlfyfce,jtlfyfce@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,False
4218,brtpvyki,brtpvyki@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
4219,hdgquwxq,hdgquwxq@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,False
4220,ecupksna,ecupksna@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
4221,bcapucxo,bcapucxo@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
4222,eykvfhgb,eykvfhgb@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
4223,hdiafrym,hdiafrym@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
4224,wqjmyazf,wqjmyazf@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
4225,aaehxggy,aaehxggy@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
4226,dwoeipyw,dwoeipyw@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
4227,hikasjba,hikasjba@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,False
4228,fjaffkcb,fjaffkcb@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
4229,heqpwrqi,heqpwrqi@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
4230,shnaulsz,shnaulsz@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
4231,rsteutit,rsteutit@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,False
4232,vcfuevyv,vcfuevyv@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
4233,nahxrxsr,nahxrxsr@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
